Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
"Población de niñas, niños y adolescentes (0-17 años) en el Estado de Colima",Demografía,No Aplica,No Aplica,"Número de niñas, niños y adolescentes por municipio en el Estado de Colima","Niñas, niños y adolescentes en el Estado de Colima (0 a 17 años)",INEGI,"Muestra el número total de niñas, niños y adolescentes en el Estado de Colima por municipio",La ficha del metadato no se encuentra disponible.,
