Clave,Municipio,Valor
06001,Armería,680
06002,Colima,6300
06003,Comala,1025
06004,Coquimatlán,1016
06005,Cuauhtémoc,1168
06006,Ixtlahuacán,59
06007,Manzanillo,8264
06008,Minatitlán,274
06009,Tecomán,5636
06010,Villa de Álvarez,6435
