Clave,Municipio,Valor
06001,Armería,37
06002,Colima,94
06003,Comala,22
06004,Coquimatlán,20
06005,Cuauhtémoc,17
06006,Ixtlahuacán,199
06007,Manzanillo,2
06008,Minatitlán,584
06009,Tecomán,35
06010,Villa de Álvarez,125
