Clave,Municipio,Valor
6001,Armería,484
6002,Colima,1353
6003,Comala,309
6004,Coquimatlán,332
6005,Cuauhtémoc,412
6006,Ixtlahuacán,73
6007,Manzanillo,1852
6008,Minatitlán,109
6009,Tecomán,2202
6010,Villa de Álvarez,1134
