Clave,Municipio,Valor
06001,Armería,0
06002,Colima,11
06003,Comala,0
06004,Coquimatlán,0
06005,Cuauhtémoc,1
06006,Ixtlahuacán,0
06007,Manzanillo,26
06008,Minatitlán,1
06009,Tecomán,12
06010,Villa de Álvarez,38
