Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Hombres registrados  en el Estado de Colima,Protección ,No Aplica,No Aplica ,Número de Personas,     Hombres,INEGI,Muestra el número de hombres registrados en el 2021 por municipio,La ficha del metadato no se encuentra disponible.,
