Clave,Municipio,Valor
06001,Armería,1
06002,Colima,5
06003,Comala,0
06004,Coquimatlán,1
06005,Cuauhtémoc,0
06006,Ixtlahuacán,0
06007,Manzanillo,6
06008,Minatitlán,0
06009,Tecomán,0
06010,Villa de Álvarez,0
