Clave,Municipio,Valor
6001,Armería,219
6002,Colima,1952
6003,Comala,324
6004,Coquimatlán,269
6005,Cuauhtémoc,352
6006,Ixtlahuacán,22
6007,Manzanillo,2499
6008,Minatitlán,86
6009,Tecomán,1705
6010,Villa de Álvarez,1969
