Clave,Municipio,Valor
06001,Armería,2
06002,Colima,23
06003,Comala,1
06004,Coquimatlán,0
06005,Cuauhtémoc,3
06006,Ixtlahuacán,1
06007,Manzanillo,11
06008,Minatitlán,0
06009,Tecomán,6
06010,Villa de Álvarez,5
,,
