Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Column7,Column8,Column9,Column10
Hombres de 0 a 17 años en el Estado de Colima,Demografía,No Aplica,No Aplica,Número de hombres de 0 a 17 años por municipio en el estado de Michoacán,Mide el numero de hombres en el estado de Colima (0 a 17 años),INEGI,Muestra el número total de hombres de 0 a 17 años de edad por municipio en el Estado de Michoacán de Ocampo por municipio,La ficha del metadato no se encuentra disponible.,
