Clave,Municipio,Valor
06001,Armería,33
06002,Colima,139
06003,Comala,46
06004,Coquimatlán,161
06005,Cuauhtémoc,60
06006,Ixtlahuacán,896
06007,Manzanillo,18
06008,Minatitlán,244
06009,Tecomán,150
06010,Villa de Álvarez,110
