Clave,Municipio,Valor
06001,Armería,1.78
06002,Colima,2.02
06003,Comala,1.03
06004,Coquimatlán,1.43
06005,Cuauhtémoc,0.59
06006,Ixtlahuacán,0.54
06007,Manzanillo,0.99
06008,Minatitlán,0.82
06009,Tecomán,3
06010,Villa de Álvarez,0.79
