Clave,Municipio,Valor
06001,Armería,13686
06002,Colima,80893
06003,Comala,10768
06004,Coquimatlán,10353
06005,Cuauhtémoc,15538
06006,Ixtlahuacán,2736
06007,Manzanillo,95914
06008,Minatitlán,4997
06009,Tecomán,58476
06010,Villa de Álvarez,77408
