Clave,Municipio,Valor
06001,Armería,1175
06002,Colima,3768
06003,Comala,1883
06004,Coquimatlán,1397
06005,Cuauhtémoc,614
06006,Ixtlahuacán,385
06007,Manzanillo,3353
06008,Minatitlán,359
06009,Tecomán,6793
06010,Villa de Álvarez,1576
