Clave,Municipio,Valor
06001,Armería,57
06002,Colima,395
06003,Comala,52
06004,Coquimatlán,54
06005,Cuauhtémoc,69
06006,Ixtlahuacán,29
06007,Manzanillo,375
06008,Minatitlán,41
06009,Tecomán,217
06010,Villa de Álvarez,172
,,
