Clave,Municipio,Valor
06001,Armería,
06002,Colima,
06003,Comala,
06004,Coquimatlán,
06005,Cuauhtémoc,
06006,Ixtlahuacán,
06007,Manzanillo,
06008,Minatitlán,
06009,Tecomán,
06010,Villa de Álvarez,
