Clave,Municipio,Valor
06001,Armería,0
06002,Colima,0
06003,Comala,0
06004,Coquimatlán,0
06005,Cuauhtémoc,0
06006,Ixtlahuacán,11
06007,Manzanillo,0
06008,Minatitlán,2
06009,Tecomán,0
06010,Villa de Álvarez,2
