Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Número de casos de abuso sexual en el Estado de Colima,Protección ,No Aplica,No Aplica ,Número de casos reportados,Número de casos de abuso sexual ,INEGI,Muestra el número de casos de abuso sexual reportados en el año 2020 por municipio,La ficha del metadato no se encuentra disponible.,
