Clave,Municipio,Valor
06001,Armería,822
06002,Colima,1716
06003,Comala,466
06004,Coquimatlán,552
06005,Cuauhtémoc,696
06006,Ixtlahuacán,116
06007,Manzanillo,2454
06008,Minatitlán,112
06009,Tecomán,3780
06010,Villa de Álvarez,1480
