Clave,Municipio,Valor
06001,Armería,160
06002,Colima,1432
06003,Comala,258
06004,Coquimatlán,254
06005,Cuauhtémoc,312
06006,Ixtlahuacán,20
06007,Manzanillo,1920
06008,Minatitlán,60
06009,Tecomán,1363
06010,Villa de Álvarez,1537
