Clave,Municipio,Valor
06001,Armería,606
06002,Colima,"1,853"
06003,Comala,452
06004,Coquimatlán,414
06005,Cuauhtémoc,469
06006,Ixtlahuacán,84
06007,Manzanillo,"2,453"
06008,Minatitlán,134
06009,Tecomán,"2,453"
06010,Villa de Álvarez,"1,651"
