Clave,Municipio,Valor
6001,Armería,6225
6002,Colima,29531
6003,Comala,4365
6004,Coquimatlán,4640
6005,Cuauhtémoc,6186
6006,Ixtlahuacán,1363
6007,Manzanillo,36783
6008,Minatitlán,2339
6009,Tecomán,24148
6010,Villa de Álvarez,29868
