Clave,Municipio,Valor
6001,Armería,250
6002,Colima,2132
6003,Comala,352
6004,Coquimatlán,408
6005,Cuauhtémoc,473
6006,Ixtlahuacán,25
6007,Manzanillo,2885
6008,Minatitlán,104
6009,Tecomán,2006
6010,Villa de Álvarez,2075
