Clave,Municipio,Valor
6001,Armería,1352
6002,Colima,4098
6003,Comala,783
6004,Coquimatlán,878
6005,Cuauhtémoc,1169
6006,Ixtlahuacán,155
6007,Manzanillo,7063
6008,Minatitlán,428
6009,Tecomán,6898
6010,Villa de Álvarez,3831
