Clave,Municipio,Valor
06001,Armería,19
06002,Colima,107
06003,Comala,14
06004,Coquimatlán,15
06005,Cuauhtémoc,20
06006,Ixtlahuacán,9
06007,Manzanillo,106
06008,Minatitlán,13
06009,Tecomán,64
06010,Villa de Álvarez,50
,,
