Clave,Municipio,Valor
6001,Armería,12
6002,Colima,112
6003,Comala,7
6004,Coquimatlán,84
6005,Cuauhtémoc,195
6006,Ixtlahuacán,0
6007,Manzanillo,66
6008,Minatitlán,0
6009,Tecomán,497
6010,Villa de Álvarez,36
