Clave,Municipio,Valor
6001,Armería,1083
6002,Colima,3419
6003,Comala,674
6004,Coquimatlán,657
6005,Cuauhtémoc,818
6006,Ixtlahuacán,341
6007,Manzanillo,4664
6008,Minatitlán,388
6009,Tecomán,4037
6010,Villa de Álvarez,2800
