Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Población Masculina Económicamente Activa de entre 12 y 14 años de edad que trabajan en el Estado de Colima,Protección ,No Aplica,No Aplica ,Número de Personas,     Hombres,INEGI,Muestra el número de hombres de entre 12 y 14 años de edad económicamente activos por municipio,La ficha del metadato no se encuentra disponible.,
