Clave,Municipio,Valor
6001,Armería,6567
6002,Colima,26090
6003,Comala,4435
6004,Coquimatlán,4538
6005,Cuauhtémoc,6233
6006,Ixtlahuacán,1405
6007,Manzanillo,36153
6008,Minatitlán,2240
6009,Tecomán,25352
6010,Villa de Álvarez,22494
