Clave,Municipio,Valor
06001,Armería,0
06002,Colima,3
06003,Comala,0
06004,Coquimatlán,0
06005,Cuauhtémoc,0
06006,Ixtlahuacán,1
06007,Manzanillo,2
06008,Minatitlán,0
06009,Tecomán,2
06010,Villa de Álvarez,1
