Clave,Municipio,Valor
06001,Armería,366
06002,Colima,2037
06003,Comala,403
06004,Coquimatlán,286
06005,Cuauhtémoc,431
06006,Ixtlahuacán,41
06007,Manzanillo,2559
06008,Minatitlán,152
06009,Tecomán,1597
06010,Villa de Álvarez,1314
