Clave,Municipio,Valor
06001,Armería,376
06002,Colima,866
06003,Comala,165
06004,Coquimatlán,198
06005,Cuauhtémoc,265
06006,Ixtlahuacán,33
06007,Manzanillo,1705
06008,Minatitlán,99
06009,Tecomán,2117
06010,Villa de Álvarez,684
