Clave,Municipio,Valor
06001,Armería,492
06002,Colima,1879
06003,Comala,309
06004,Coquimatlán,348
06005,Cuauhtémoc,492
06006,Ixtlahuacán,49
06007,Manzanillo,3506
06008,Minatitlán,220
06009,Tecomán,2579
06010,Villa de Álvarez,2013
