Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Población en pobreza extrema en el Estado de Colima,Desarrollo ,No Aplica,No Aplica ,Número de Personas,Población en pobreza extrema,CONEVAL,Muestra el número de personas en condición de pobreza extrema por municipio,La ficha del metadato no se encuentra disponible.,
