Clave,Municipio,Valor
06001,Armería,27626
06002,Colima,157048
06003,Comala,21661
06004,Coquimatlán,20837
06005,Cuauhtémoc,31267
06006,Ixtlahuacán,5623
06007,Manzanillo,191031
06008,Minatitlán,10231
06009,Tecomán,116305
06010,Villa de Álvarez,149762
