Clave,Municipio,Valor
06001,Armería,1
06002,Colima,0
06003,Comala,1
06004,Coquimatlán,2
06005,Cuauhtémoc,0
06006,Ixtlahuacán,18
06007,Manzanillo,0
06008,Minatitlán,0
06009,Tecomán,3
06010,Villa de Álvarez,1
