nombre,domino,derecho,dimension,um,isfo,fuente,descripcion,nota
"Porcentaje de niños, niñas y adolescentes indígenas en hogares de 6 a 17 años que saben leer y escribir",Desarrollo,Educación,Acceso a la educación,Porcentaje,Porcentaje de la población indígena en hogares de 6 a 17 años que saben leer y escribir,Estimaciones del Instituto Nacional de los Pueblos Indígenas con base en el Sistema Nacional de Información y Estadística sobre los Pueblos y Comunidades Indígenas y Afromexicanas y el INEGI. Censo de Población y Vivienda 2020. ,"El concepto de hogar indígena se ha definido como aquel donde el jefe(a), su cónyuge o alguno de los ascendientes (madre o padre, madrastra o padrastro, abuelo(a), bisabuelo(a), tatarabuelo(a), suegro(a)) declararon hablar alguna lengua indígena.",la ficha del metadato se puede consultar en http://portales.segob.gob.mx/work/models/Derechos_Humanos/Indicadores/15032022/Pct_indig_6a17_saben_leer_escribir.pdf
