Clave,Municipio,Valor
06001,Armería,2866
06002,Colima,14607
06003,Comala,2227
06004,Coquimatlán,2141
06005,Cuauhtémoc,3195
06006,Ixtlahuacán,520
06007,Manzanillo,19117
06008,Minatitlán,1023
06009,Tecomán,12484
06010,Villa de Álvarez,14195
