Clave,Municipio,Valor
6001,Armería,181
6002,Colima,2830
6003,Comala,667
6004,Coquimatlán,645
6005,Cuauhtémoc,216
6006,Ixtlahuacán,20
6007,Manzanillo,3258
6008,Minatitlán,141
6009,Tecomán,2785
6010,Villa de Álvarez,2831
