Clave,Municipio,Valor
06001,Armería,7
06002,Colima,53
06003,Comala,9
06004,Coquimatlán,6
06005,Cuauhtémoc,13
06006,Ixtlahuacán,2
06007,Manzanillo,53
06008,Minatitlán,4
06009,Tecomán,29
06010,Villa de Álvarez,20
,,
