Clave,Municipio,Valor
06001,Armería,35
06002,Colima,39
06003,Comala,80
06004,Coquimatlán,149
06005,Cuauhtémoc,56
06006,Ixtlahuacán,578
06007,Manzanillo,40
06008,Minatitlán,208
06009,Tecomán,137
06010,Villa de Álvarez,138
