Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Hombres de 0 a 4 años no registrados en el Estado de Colima,Protección ,No Aplica,No Aplica ,Número de Personas,Hombres,INEGI,Muestra la cantidad de hombres no registrados entre los 0 y 4 años de edad por municipio,La ficha del metadato no se encuentra disponible.,
