Clave,Municipio,Valor
06001,Armería,357
06002,Colima,631
06003,Comala,151
06004,Coquimatlán,173
06005,Cuauhtémoc,188
06006,Ixtlahuacán,30
06007,Manzanillo,"1,018"
06008,Minatitlán,45
06009,Tecomán,"1,213"
06010,Villa de Álvarez,636
