Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota
Niñas y Niños de 6 a 11 años,Demografía,No Aplica,No Aplica,Niñas y niños de 6 a 11 años por municipio en el estado de Colima,Mide el número de Niñas y niños de 6 a 11 años en el estado de Colima,INEGI,"Muestra el número total de Niñas, Niños y Adolescentes de 6 a 11 años de edad en el Estado de Colima por municipio",La ficha del metadato no se encuentra disponible.
