Clave,Municipio,Valor
06001,Armería,200
06002,Colima,977
06003,Comala,257
06004,Coquimatlán,170
06005,Cuauhtémoc,214
06006,Ixtlahuacán,34
06007,Manzanillo,"1,231"
06008,Minatitlán,96
06009,Tecomán,926
06010,Villa de Álvarez,758
