Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Población Económicamente activa Masculina  de entre 15 y 17 años  en el Estado de Colima,Protección ,No Aplica,No Aplica ,Número de Personas,     Hombres,INEGI,Población Económicamente activa Masculina  de entre 15 y 17 años por municipio,La ficha del metadato no se encuentra disponible.,
