Clave,Municipio,Valor
06001,Armería,82
06002,Colima,171
06003,Comala,115
06004,Coquimatlán,101
06005,Cuauhtémoc,79
06006,Ixtlahuacán,40
06007,Manzanillo,151
06008,Minatitlán,38
06009,Tecomán,384
06010,Villa de Álvarez,65
