Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota
Niñas y niños de 0 a 5 años en el Estado de Colima,Demografía,No Aplica,No Aplica,Niñas y niños de 0 a 5 años por municipio en el estado de Colima,Mide el número de Niñas y niños de 0 a 5 años en el estado de Colima,INEGI,Muestra el número total de niñas y niños de 0 a 5 años de edad en el Estado de Colima por municipio,La ficha del metadato no se encuentra disponible.
