Clave,Municipio,Valor
06001,Armería,133
06002,Colima,383
06003,Comala,73
06004,Coquimatlán,74
06005,Cuauhtémoc,93
06006,Ixtlahuacán,16
06007,Manzanillo,670
06008,Minatitlán,31
06009,Tecomán,528
06010,Villa de Álvarez,377
