Clave,Municipio,Valor
06001,Armería,124
06002,Colima,211
06003,Comala,46
06004,Coquimatlán,51
06005,Cuauhtémoc,61
06006,Ixtlahuacán,8
06007,Manzanillo,413
06008,Minatitlán,15
06009,Tecomán,423
06010,Villa de Álvarez,233
