Clave,Municipio,Valor
06001,Armería,4382
06002,Colima,20561
06003,Comala,3171
06004,Coquimatlán,3082
06005,Cuauhtémoc,4530
06006,Ixtlahuacán,828
06007,Manzanillo,28613
06008,Minatitlán,1652
06009,Tecomán,18883
06010,Villa de Álvarez,20882
