Clave,Municipio,Valor
06001,Armería,233
06002,Colima,420
06003,Comala,105
06004,Coquimatlán,122
06005,Cuauhtémoc,127
06006,Ixtlahuacán,22
06007,Manzanillo,605
06008,Minatitlán,30
06009,Tecomán,790
06010,Villa de Álvarez,403
