Clave,Municipio,Valor
06001,Armería,521
06002,Colima,2437
06003,Comala,458
06004,Coquimatlán,398
06005,Cuauhtémoc,551
06006,Ixtlahuacán,108
06007,Manzanillo,3410
06008,Minatitlán,154
06009,Tecomán,2443
06010,Villa de Álvarez,2298
