Clave,Municipio,Valor
6001,Armería,5544
6002,Colima,15404
6003,Comala,3283
6004,Coquimatlán,3271
6005,Cuauhtémoc,4662
6006,Ixtlahuacán,1090
6007,Manzanillo,24505
6008,Minatitlán,2064
6009,Tecomán,21387
6010,Villa de Álvarez,12103
