Clave,Municipio,Valor
06001,Armería,209
06002,Colima,668
06003,Comala,161
06004,Coquimatlán,137
06005,Cuauhtémoc,133
06006,Ixtlahuacán,18
06007,Manzanillo,919
06008,Minatitlán,37
06009,Tecomán,820
06010,Villa de Álvarez,566
