Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota
Mujeres de 0 a 17 años en el Estado de Colima,Demografía,No Aplica,No Aplica,Número de mujeres de 0 a 17 años por municipio en el estado de Colima,Mide el número de mujeres en el estado de Colima (0 a 17 años),INEGI,Muestra el número total de Mujeres de 0 a 17 años de edad en el Estado de Colima por municipio,La ficha del metadato no se encuentra disponible.
