Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Población Económicamente Activa Femenina de entre 15 y 17 años en el Estado de Colima,Protección ,No Aplica,No Aplica ,Número de Personas,Mujeres,INEGI,Población Económicamente Activa Femenina de entre 15 y 17 años por municipio,La ficha del metadato no se encuentra disponible.,
