Clave,Municipio,Valor
06001,Armería,181
06002,Colima,954
06003,Comala,269
06004,Coquimatlán,153
06005,Cuauhtémoc,204
06006,Ixtlahuacán,37
06007,Manzanillo,"1,380"
06008,Minatitlán,73
06009,Tecomán,973
06010,Villa de Álvarez,769
