Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Nùmero de nacimientos en el Estado de Colima,Supervivencia,No Aplica,No Aplica ,Número de Personas,Número de nacimientos,INEGI,Muestra el número de nacimientos de cada municipio en el 2020,La ficha del metadato no se encuentra disponible.,
