Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Hospitales en el Estado de Colima,Supervivencia,No Aplica,No Aplica ,Número de Hospitales,Hospitales,SALUD,Muestra el Número de Hospitales en cada municipio,La ficha del metadato no se encuentra disponible.,
