Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota
"Niñas, niños y adolescentes de 0 a 17 años con carencia por acceso a los servicios de salud en el Estado de Colima",Supervivencia,No Aplica,No Aplica ,Número de Personas,"Niñas, niños y adolescentes de 0 a 17 años con carencia por acceso a los servicios de salud",CONEVAL,"Muestra el número total de Niñas, Niños y Adolescentes que no cuentan con acceso a los servicios de Salud  por municipio",La ficha del metadato no se encuentra disponible.
