Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Unidades Medicas Rurales del IMSS en el estado de Colima,Supervivencia,No Aplica,No Aplica ,Numero de Unidades Medicas Rurales del IMSS,UMR IMSS,INEGI,Mide la cantidad de Unidades Medicas Rurales (UMR) del IMSS hay en un municipio,La ficha del metadato no se encuentra disponible.,
