Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Mortalidad de 0 a 17 años del Estado de Colima,Supervivencia,No Aplica,No Aplica ,Número de Personas,Mortalidad de 0 a 17 años,,Muestra la mortalidad de 0 a 17 años del Estado de Colima por municipio,La ficha del metadato no se encuentra disponible.,
