Nombre,Dominio,Derecho,Dimensión,Unidad,des_fuente,Fuente,Descripcion,Nota,Estatal
Población de 15 a 19 años sin derechohabiencia en el Estado de Colima,Supervivencia,No Aplica,No Aplica ,Número de Personas,Población de 15 a 19 años sin derechohabiencia,INEGI,Muestra el número de personas de entre los 15 y los 19 años de edad que no  cuentan con derecho al servicio médico en el IMSS (No Derechohabiencia)  por municipio,La ficha del metadato no se encuentra disponible.,
